date,open,high,low,close,volume,average,barCount
2025-09-25 15:40:00-04:00,657.19,657.5,657.05,657.47,660019.0,657.264,4429
2025-09-25 15:45:00-04:00,657.46,657.56,657.09,657.24,679043.0,657.255,4468
2025-09-25 15:50:00-04:00,657.25,658.15,657.18,657.82,1394317.0,657.633,9087
2025-09-25 15:55:00-04:00,657.81,658.26,657.48,657.95,2611827.0,657.855,15240
2025-09-26 09:30:00-04:00,659.51,660.89,658.92,660.76,1928780.0,659.794,13891
2025-09-26 09:35:00-04:00,660.76,661.04,660.44,660.92,1493336.0,660.791,10939
2025-09-26 09:40:00-04:00,660.91,661.69,660.59,661.03,1570425.0,661.137,10419
2025-09-26 09:45:00-04:00,661.02,661.81,660.41,661.61,1377572.0,661.27,9462
2025-09-26 09:50:00-04:00,661.61,661.9,661.14,661.4,1087041.0,661.453,7310
2025-09-26 09:55:00-04:00,661.41,661.8,661.15,661.79,700481.0,661.524,4340
